LogMessage,LoggingStatement,LogTemplate,LogTemplate_fromLS
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_26 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1267
","logInfo(""Got assigned task "" + taskId)",Got assigned task <*>,Got assigned task 
"17/06/09 20:11:09 INFO executor.Executor: Running task 27.0 in stage 27.0 (TID 1267)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1268
","logInfo(""Got assigned task "" + taskId)",Got assigned task <*>,Got assigned task 
"17/06/09 20:11:09 INFO executor.Executor: Running task 28.0 in stage 27.0 (TID 1268)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1269
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 29.0 in stage 27.0 (TID 1269)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_27 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_28 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_29 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 42, boot = 14, init = 27, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 41, boot = 35, init = 5, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 41, boot = 34, init = 6, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 42, boot = 34, init = 7, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO executor.Executor: Finished task 27.0 in stage 27.0 (TID 1267). 2182 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.Executor: Finished task 28.0 in stage 27.0 (TID 1268). 2349 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.Executor: Finished task 26.0 in stage 27.0 (TID 1266). 2267 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.Executor: Finished task 25.0 in stage 27.0 (TID 1265). 2355 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1270
","logInfo(""Got assigned task "" + taskId)",Got assigned task <*>,Got assigned task 
"17/06/09 20:11:09 INFO executor.Executor: Running task 30.0 in stage 27.0 (TID 1270)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1271
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 31.0 in stage 27.0 (TID 1271)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1272
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 32.0 in stage 27.0 (TID 1272)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1273
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 33.0 in stage 27.0 (TID 1273)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_31 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_32 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_33 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_30 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 108, boot = 28, init = 79, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO executor.Executor: Finished task 29.0 in stage 27.0 (TID 1269). 2349 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1274
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 34.0 in stage 27.0 (TID 1274)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_34 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 40, boot = -27, init = 66, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO executor.Executor: Finished task 31.0 in stage 27.0 (TID 1271). 2128 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 42, boot = -28, init = 69, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 41, boot = -24, init = 64, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 41, boot = -15, init = 55, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO executor.Executor: Finished task 32.0 in stage 27.0 (TID 1272). 2801 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.Executor: Finished task 33.0 in stage 27.0 (TID 1273). 2592 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1275
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 35.0 in stage 27.0 (TID 1275)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.Executor: Finished task 30.0 in stage 27.0 (TID 1270). 2859 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1276
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 36.0 in stage 27.0 (TID 1276)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1277
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 37.0 in stage 27.0 (TID 1277)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1278
","logInfo(""Got assigned task "" + taskId)",Got assigned task <*>,Got assigned task 
"17/06/09 20:11:09 INFO executor.Executor: Running task 38.0 in stage 27.0 (TID 1278)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_35 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_37 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_38 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_36 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 41, boot = 11, init = 29, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO executor.Executor: Finished task 34.0 in stage 27.0 (TID 1274). 2128 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1279
","logInfo(""Got assigned task "" + taskId)",Got assigned task <*>,Got assigned task 
"17/06/09 20:11:09 INFO executor.Executor: Running task 39.0 in stage 27.0 (TID 1279)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO storage.BlockManager: Found block rdd_42_39 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 41, boot = 31, init = 9, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 39, boot = 27, init = 11, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO executor.Executor: Finished task 35.0 in stage 27.0 (TID 1275). 2430 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 40, boot = 20, init = 19, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO executor.Executor: Finished task 38.0 in stage 27.0 (TID 1278). 2882 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 42, boot = 27, init = 14, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO executor.Executor: Finished task 37.0 in stage 27.0 (TID 1277). 2349 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.Executor: Finished task 36.0 in stage 27.0 (TID 1276). 2673 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO python.PythonRunner: Times: total = 39, boot = 17, init = 21, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:09 INFO executor.Executor: Finished task 39.0 in stage 27.0 (TID 1279). 2267 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1280
","logInfo(""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 0.0 in stage 28.0 (TID 1280)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1281
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 1.0 in stage 28.0 (TID 1281)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1282
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 2.0 in stage 28.0 (TID 1282)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1283
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 3.0 in stage 28.0 (TID 1283)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1284
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:09 INFO executor.Executor: Running task 4.0 in stage 28.0 (TID 1284)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:09 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 39
","logInfo(s""Started reading broadcast variable $variableId"")",Started reading broadcast variable <*>,Started reading broadcast variable <*>
"17/06/09 20:11:09 INFO storage.MemoryStore: Block broadcast_39_piece0 stored as bytes in memory (estimated size 5.4 KB, free 859.1 KB)
","logInfo(s""Block $blockName stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:10 INFO broadcast.TorrentBroadcast: Reading broadcast variable 39 took 716 ms
","logInfo(s""Reading broadcast variable $variableId took $timeMs ms"")",Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
"17/06/09 20:11:10 INFO storage.MemoryStore: Block broadcast_39 stored as values in memory (estimated size 9.2 KB, free 868.3 KB)
","logInfo(s""Block $blockId stored as $storageLevel in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_1 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_4 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_3 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_2 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_0 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:10 INFO python.PythonRunner: Times: total = 39, boot = -790, init = 829, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:10 INFO python.PythonRunner: Times: total = 38, boot = -784, init = 822, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:10 INFO python.PythonRunner: Times: total = 39, boot = -784, init = 823, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:10 INFO executor.Executor: Finished task 4.0 in stage 28.0 (TID 1284). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:10 INFO python.PythonRunner: Times: total = 41, boot = -768, init = 809, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:10 INFO executor.Executor: Finished task 2.0 in stage 28.0 (TID 1282). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:10 INFO executor.Executor: Finished task 3.0 in stage 28.0 (TID 1283). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:10 INFO python.PythonRunner: Times: total = 49, boot = -793, init = 841, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:10 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1285
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:10 INFO executor.Executor: Running task 5.0 in stage 28.0 (TID 1285)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:10 INFO executor.Executor: Finished task 0.0 in stage 28.0 (TID 1280). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:10 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1286
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:10 INFO executor.Executor: Running task 6.0 in stage 28.0 (TID 1286)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:10 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1287
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:10 INFO executor.Executor: Finished task 1.0 in stage 28.0 (TID 1281). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:10 INFO executor.Executor: Running task 7.0 in stage 28.0 (TID 1287)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:10 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1288
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:10 INFO executor.Executor: Running task 8.0 in stage 28.0 (TID 1288)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_5 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_6 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:10 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1289
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:10 INFO executor.Executor: Running task 9.0 in stage 28.0 (TID 1289)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_7 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_8 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:11:10 INFO storage.BlockManager: Found block rdd_42_9 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
