Prompt,Similarist_gt
"<prompt>:Session: 30546354_3274949497 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3200035212 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3058807134 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3337373067 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

",Session: <*>_<*> initialized by client WindowsUpdateAgent.
"<prompt>:Read out cached package applicability for package: Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3042553~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2604115~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3121255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3170455~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"<prompt>:Session: 30546354_3308511417 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3332522790 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3200035212 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3337373067 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

",Session: <*>_<*> initialized by client WindowsUpdateAgent.
"<prompt>:Read out cached package applicability for package: Package_for_KB2604115~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3121255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2732059~31bf3856ad364e35~amd64~~6.1.5.1, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3042553~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"<prompt>:Session: 30546354_3200035212 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3041116122 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3337373067 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3058807134 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

",Session: <*>_<*> initialized by client WindowsUpdateAgent.
"<prompt>:Read out cached package applicability for package: Package_for_KB3022777~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3084135~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3072305~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3078667~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3033889~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"<prompt>:Session: 30546354_3337373067 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3216576158 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3058807134 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3200035212 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

",Session: <*>_<*> initialized by client WindowsUpdateAgent.
"<prompt>:Read out cached package applicability for package: Package_for_KB2532531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3031432~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2653956~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3087039~31bf3856ad364e35~amd64~~6.1.1.4, ApplicableState: 80, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2729452~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"<prompt>:Session: 30546354_3041116122 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3308511417 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3343653427 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3332522790 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

",Session: <*>_<*> initialized by client WindowsUpdateAgent.
"<prompt>:Read out cached package applicability for package: Package_for_KB3021674~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2676562~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2690533~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2604115~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"<prompt>:Session: 30546354_3058807134 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3332522790 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3343653427 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3308511417 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

",Session: <*>_<*> initialized by client WindowsUpdateAgent.
"<prompt>:Session: 30546354_3198345115 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3337373067 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3200035212 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3058807134 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

",Session: <*>_<*> initialized by client WindowsUpdateAgent.
"<prompt>:Read out cached package applicability for package: Package_for_KB2729452~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3075222~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:0
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3005607~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2532531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3031432~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"<prompt>:Session: 30546174_11037638 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3343653427 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3332522790 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3200035212 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

",Session: <*>_<*> initialized by client WindowsUpdateAgent.
"<prompt>:Read out cached package applicability for package: Package_for_KB2973351~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3184143~31bf3856ad364e35~amd64~~6.1.1.4, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3042553~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB3004375~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"<prompt>:Session: 30546354_3192394775 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3343653427 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3308511417 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Session: 30546354_3332522790 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

",Session: <*>_<*> initialized by client WindowsUpdateAgent.
"<prompt>:Read out cached package applicability for package: Package_for_KB2512715~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2912390~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2809900~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2835174~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Package_for_KB2772930~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
"<prompt>:Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
<extraction>: <START> Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*> <END>

<prompt>:Loaded Servicing Stack v6.1.7601.23505 with Core: C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\cbscore.dll
<extraction>: <START> Loaded Servicing Stack <*> with Core: <*>\cbscore.dll <END>

",Loaded Servicing Stack <*> with Core: <*>\cbscore.dll
"<prompt>:00000007@2016/9/27:20:30:31.462 CSI perf trace:
<extraction>: <START> <*> CSI perf trace: <END>

<prompt>:00000010@2016/9/27:20:40:54.787 CSI Transaction @0x47e9e0 destroyed
<extraction>: <START> <*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> CSI Transaction @<*> destroyed <END>

<prompt>:00000003@2016/9/28:16:00:46.213 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fef9d98728 @0x7fef9d98856 @0xffeee474 @0xffeed7de @0xffeedb2f)
<extraction>: <START> <*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> WcpInitialize (wcp.dll version <*>) called (stack @<*>) <END>

<prompt>:00000002@2016/9/28:16:00:46.200 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fee5c86ade @0x7fee5c52984 @0x7fee5c03665 @0xffeee97c @0xffeed799)
<extraction>: <START> <*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> WcpInitialize (wcp.dll version <*>) called (stack @<*>) <END>

<prompt>:00000001@2016/9/27:20:30:31.455 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed806eb5d @0x7fef9fb9b6d @0x7fef9f8358f @0xff83e97c @0xff83d799 @0xff83db2f)
<extraction>: <START> <*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> WcpInitialize (wcp.dll version <*>) called (stack @<*>) <END>

",<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> WcpInitialize (wcp.dll version <*>) called (stack @<*>)
"<prompt>:Starting TrustedInstaller finalization.
<extraction>: <START> Starting TrustedInstaller finalization. <END>

<prompt>:Starting TrustedInstaller initialization.
<extraction>: <START> Starting TrustedInstaller initialization. <END>

<prompt>:Ending the TrustedInstaller main loop.
<extraction>: <START> Ending the TrustedInstaller main loop. <END>

<prompt>:Ending TrustedInstaller finalization.
<extraction>: <START> Ending TrustedInstaller finalization. <END>

<prompt>:Ending TrustedInstaller initialization.
<extraction>: <START> Ending TrustedInstaller initialization. <END>

",Ending TrustedInstaller initialization.
"<prompt>:Ending TrustedInstaller initialization.
<extraction>: <START> Ending TrustedInstaller initialization. <END>

<prompt>:Starting TrustedInstaller finalization.
<extraction>: <START> Starting TrustedInstaller finalization. <END>

<prompt>:Starting TrustedInstaller initialization.
<extraction>: <START> Starting TrustedInstaller initialization. <END>

<prompt>:Ending the TrustedInstaller main loop.
<extraction>: <START> Ending the TrustedInstaller main loop. <END>

<prompt>:Starting the TrustedInstaller main loop.
<extraction>: <START> Starting the TrustedInstaller main loop. <END>

",Starting the TrustedInstaller main loop.
"<prompt>:Ending TrustedInstaller initialization.
<extraction>: <START> Ending TrustedInstaller initialization. <END>

<prompt>:Starting the TrustedInstaller main loop.
<extraction>: <START> Starting the TrustedInstaller main loop. <END>

<prompt>:Starting TrustedInstaller finalization.
<extraction>: <START> Starting TrustedInstaller finalization. <END>

<prompt>:Starting TrustedInstaller initialization.
<extraction>: <START> Starting TrustedInstaller initialization. <END>

<prompt>:TrustedInstaller service starts successfully.
<extraction>: <START> TrustedInstaller service starts successfully. <END>

",TrustedInstaller service starts successfully.
"<prompt>:Session: 30546173_4280623482 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Failed to start standard sample upload. [HRESULT = <*> - E_FAIL] <END>

<prompt>:Session: 30546174_101102789 initialized by client WindowsUpdateAgent.
<extraction>: <START> Session: <*>_<*> initialized by client WindowsUpdateAgent. <END>

<prompt>:Starting TrustedInstaller initialization.
<extraction>: <START> Starting TrustedInstaller initialization. <END>

<prompt>:SQM: Initializing online with Windows opt-in: False
<extraction>: <START> SQM: Initializing online with Windows opt-in: False <END>

",SQM: Initializing online with Windows opt-in: False
"<prompt>:SQM: Initializing online with Windows opt-in: False
<extraction>: <START> SQM: Initializing online with Windows opt-in: False <END>

<prompt>:SQM: Queued 0 file(s) for upload with pattern: C:\Windows\servicing\sqm\*_all.sqm, flags: 0x6
<extraction>: <START> SQM: Queued <*> file(s) for upload with pattern: <*>, flags: <*> <END>

<prompt>:SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Warning: Failed to upload all unsent reports. [HRESULT = <*> - E_FAIL] <END>

<prompt>:SQM: Requesting upload of all unsent reports.
<extraction>: <START> SQM: Requesting upload of all unsent reports. <END>

<prompt>:SQM: Cleaning up report files older than 10 days.
<extraction>: <START> SQM: Cleaning up report files older than <*> days. <END>

",SQM: Cleaning up report files older than <*> days.
"<prompt>:SQM: Queued 0 file(s) for upload with pattern: C:\Windows\servicing\sqm\*_all.sqm, flags: 0x6
<extraction>: <START> SQM: Queued <*> file(s) for upload with pattern: <*>, flags: <*> <END>

<prompt>:SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Failed to start standard sample upload. [HRESULT = <*> - E_FAIL] <END>

<prompt>:SQM: Cleaning up report files older than 10 days.
<extraction>: <START> SQM: Cleaning up report files older than <*> days. <END>

<prompt>:SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Warning: Failed to upload all unsent reports. [HRESULT = <*> - E_FAIL] <END>

<prompt>:SQM: Requesting upload of all unsent reports.
<extraction>: <START> SQM: Requesting upload of all unsent reports. <END>

",SQM: Requesting upload of all unsent reports.
"<prompt>:Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION]
<extraction>: <START> Failed to create backup log cab. [HRESULT = <*> - ERROR_INVALID_FUNCTION] <END>

<prompt>:SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Warning: Failed to upload all unsent reports. [HRESULT = <*> - E_FAIL] <END>

<prompt>:SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Failed to start standard sample upload. [HRESULT = <*> - E_FAIL] <END>

<prompt>:SQM: Queued 0 file(s) for upload with pattern: C:\Windows\servicing\sqm\*_all.sqm, flags: 0x6
<extraction>: <START> SQM: Queued <*> file(s) for upload with pattern: <*>, flags: <*> <END>

<prompt>:SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*> - E_FAIL] <END>

","SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*> - E_FAIL]"
"<prompt>:Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE]
<extraction>: <START> Failed to internally open package. [HRESULT = <*> - CBS_E_INVALID_PACKAGE] <END>

<prompt>:Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION]
<extraction>: <START> Failed to create backup log cab. [HRESULT = <*> - ERROR_INVALID_FUNCTION] <END>

<prompt>:SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*> - E_FAIL] <END>

<prompt>:SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Warning: Failed to upload all unsent reports. [HRESULT = <*> - E_FAIL] <END>

<prompt>:SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL]
<extraction>: <START> SQM: Failed to start standard sample upload. [HRESULT = <*> - E_FAIL] <END>

",SQM: Failed to start standard sample upload. [HRESULT = <*> - E_FAIL]
