Content,GroundTruth,Output_Enhanced
 getTodayTotalDetailSteps = 1514041620000##7189##549659##8661##16256##30343722,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30708710,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7189##549659##8661##16256##30708710,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30709030,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7189##549659##8661##16256##30709030,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30709727,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7189##549659##8661##16256##30709727,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7191##549659##8661##16256##30727229,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7191##549659##8661##16256##30727229,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7192##549659##8661##16256##30727733,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7192##549659##8661##16256##30727733,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7193##549659##8661##16256##30728232,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7193##549659##8661##16256##30728232,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7196##549659##8661##16256##30728728,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7196##549659##8661##16256##30728728,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7198##549659##8661##16256##30729233,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7198##549659##8661##16256##30729233,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7200##549659##8661##16256##30729733,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7200##549659##8661##16256##30729733,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7202##549659##8661##16256##30730227,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7202##549659##8661##16256##30730227,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7205##549659##8661##16256##30730728,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7205##549659##8661##16256##30730728,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7208##549659##8661##16256##30731232,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7208##549659##8661##16256##30731232,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7211##549659##8661##16256##30731730,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7211##549659##8661##16256##30731730,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7212##549659##8661##16256##30732729,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7212##549659##8661##16256##30732729,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7214##549659##8661##16256##30733226,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514041980000##7214##549659##8661##16256##30733226,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514041980000##7214##549659##8661##16256##30736730,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514041980000##7214##549659##8661##16256##30736730,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042100000##7214##549659##8661##16256##30827730,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
onReceive action: android.intent.action.SCREEN_OFF,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: <*>
onReceive action: android.intent.action.SCREEN_ON,onReceive action: android.intent.action.SCREEN_ON,onReceive action: <*>
processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514042100000##7214##549659##8661##16256##30827730,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30905315,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514042160000##7214##549659##8661##16256##30905315,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30905625,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
onReceive action: android.intent.action.SCREEN_OFF,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: <*>
onReceive action: android.intent.action.SCREEN_ON,onReceive action: android.intent.action.SCREEN_ON,onReceive action: <*>
processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514042160000##7214##549659##8661##16256##30905625,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906310,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514042160000##7214##549659##8661##16256##30906310,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906710,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514042160000##7214##549659##8661##16256##30906710,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31004759,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514042280000##7214##549659##8661##16256##31004759,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31005759,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514042280000##7214##549659##8661##16256##31005759,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31239760,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514042520000##7214##549659##8661##16256##31239760,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31243766,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514042520000##7214##549659##8661##16256##31243766,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31588757,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514042880000##7214##549659##8661##16256##31588757,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31589757,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
startTimer start autoSync,startTimer start autoSync,startTimer <*> <*>
"startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1","startSync hiSyncOption = HiSyncOption{syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>},app = <*> who = <*>","startSync hiSyncOption = HiSyncOption{syncAction=?, syncMethod=?, syncScope=?, syncDataType=?, syncModel=?, pushAction=?},app = ? who = ?"
needAutoSync autoSyncSwitch is open,needAutoSync autoSyncSwitch is open,needAutoSync <*> is <*>
"initDataPrivacy the dataPrivacy switch is open, start push health data!","initDataPrivacy the dataPrivacy switch is open, start push health data!","initDataPrivacy the dataPrivacy switch is <*>, start push health data!"
initDataPrivacy the dataPrivacy is true,initDataPrivacy the dataPrivacy is true,initDataPrivacy the dataPrivacy is <*>
"initUserPrivacy the userPrivacy switch is open, start push user data!","initUserPrivacy the userPrivacy switch is open, start push user data!","initUserPrivacy the userPrivacy switch is <*>, start push user data!"
initUserPrivacy the userPrivacy is true,initUserPrivacy the userPrivacy is true,initUserPrivacy the userPrivacy is <*>
ifCanSync not! no cloud version,ifCanSync not! no cloud version,ifCanSync <*> <*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514042880000##7214##549659##8661##16256##31589757,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32078759,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514043360000##7214##549659##8661##16256##32078759,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32080760,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514043360000##7214##549659##8661##16256##32080760,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32254765,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514043540000##7214##549659##8661##16256##32254765,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32258759,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514043540000##7214##549659##8661##16256##32258759,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514043660000##7214##549659##8661##16256##32403526,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514043660000##7214##549659##8661##16256##32403526,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32611763,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514043900000##7214##549659##8661##16256##32611763,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32618758,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514043900000##7214##549659##8661##16256##32618758,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044140000##7214##549659##8661##16256##32893026,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514044140000##7214##549659##8661##16256##32893026,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044260000##7214##549659##8661##16256##33021763,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514044260000##7214##549659##8661##16256##33021763,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33024761,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33024761,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33039758,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33039758,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33041763,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33041763,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33049759,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33049759,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33055760,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33055760,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33064766,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33064766,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33066759,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33066759,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33075759,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33075759,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33081765,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>
 getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33081765,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33112771,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33112771,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33113758,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33113758,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33118758,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33118758,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33119761,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33119761,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33129767,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33129767,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33131773,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
 getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33131773,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
